-0.5,-0.5, -0.5, 0.5, 0,0,0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5
-0.5,-0.5, -0.5, 0.5, 0,0,0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5
-0.499918,-0.499795, -0.500057, 0.500229, -0.00288654,-8.62968e-05,0.000108267, 0.499235, 0.499968, 0.499781, 0.499269, 0.499998, 0.499855
-0.500066,-0.499598, -0.500199, 0.500138, -0.00242624,-0.000151171,0.000184107, 0.498343, 0.499859, 0.499635, 0.498951, 0.499972, 0.49976
-0.499863,-0.499899, -0.499741, 0.500497, -0.00240767,-0.000246766,0.000285895, 0.49635, 0.499538, 0.499183, 0.496426, 0.49988, 0.499507
-0.499848,-0.499916, -0.499728, 0.500508, -0.00242678,-0.000238682,0.000264154, 0.496324, 0.499536, 0.499181, 0.496377, 0.499878, 0.499497
-0.499572,-0.500809, -0.498187, 0.501426, -0.00327182,-0.000805969,0.000475781, 0.492981, 0.498577, 0.498241, 0.493177, 0.499642, 0.499146
-0.499537,-0.503088, -0.493648, 0.503663, -0.00338681,-0.0045228,0.000272605, 0.484703, 0.495688, 0.495802, 0.490724, 0.49852, 0.498207
-0.499752,-0.506574, -0.48637, 0.507026, 0.0077438,-0.0125105,-0.00103968, 0.452908, 0.490468, 0.491468, 0.483675, 0.495505, 0.496538
-0.499747,-0.506402, -0.486644, 0.50694, 0.00839876,-0.0123928,-0.000904602, 0.452852, 0.490397, 0.491454, 0.483572, 0.495483, 0.496502
-0.498679,-0.508731, -0.484084, 0.508108, 0.0103992,-0.0135644,-0.00262867, 0.412746, 0.483528, 0.484644, 0.472738, 0.490145, 0.494221
-0.497725,-0.510555, -0.482755, 0.508479, 0.0111768,-0.0133018,-0.00441993, 0.390132, 0.475336, 0.474652, 0.468008, 0.482674, 0.491281
-0.498445,-0.510986, -0.48129, 0.508729, 0.0131292,-0.0154507,-0.00544375, 0.372367, 0.466532, 0.463221, 0.463929, 0.473771, 0.488236
-0.498328,-0.510426, -0.482153, 0.50859, 0.013591,-0.0149155,-0.00504918, 0.371505, 0.465946, 0.463137, 0.463867, 0.473696, 0.488111
-0.500138,-0.509257, -0.480996, 0.50908, 0.0164734,-0.019228,-0.00543862, 0.351887, 0.457587, 0.453502, 0.459112, 0.465656, 0.486004
-0.499928,-0.508892, -0.481768, 0.508922, 0.0149238,-0.0182622,-0.00576768, 0.329558, 0.44986, 0.448689, 0.451952, 0.461428, 0.484756
-0.500234,-0.508337, -0.482475, 0.508504, 0.0135954,-0.0177365,-0.00711834, 0.311844, 0.439855, 0.446741, 0.447665, 0.460086, 0.482791
